Date,Close,High,Low,Open,Volume
1980-12-12,0.09872592985630035,0.09915514920846052,0.09872592985630035,0.09872592985630035,469033600
1980-12-15,0.0935753583908081,0.09400457783765653,0.0935753583908081,0.09400457783765653,175884800
1980-12-16,0.08670711517333984,0.08713632883986563,0.08670711517333984,0.08713632883986563,105728000
1980-12-17,0.08885318040847778,0.08928239973569656,0.08885318040847778,0.08885318040847778,86441600
1980-12-18,0.09142923355102539,0.09185844705654139,0.09142923355102539,0.09142923355102539,73449600
1980-12-19,0.09700904786586761,0.09743826714704135,0.09700904786586761,0.09700904786586761,48630400
1980-12-22,0.10173042863607407,0.10216041583891095,0.10173042863607407,0.10173042863607407,37363200
1980-12-23,0.1060233786702156,0.10645259801313785,0.1060233786702156,0.1060233786702156,46950400
1980-12-24,0.11160315573215485,0.11203237492120134,0.11160315573215485,0.11160315573215485,48003200
1980-12-26,0.12190519273281097,0.12233441219395064,0.12190519273281097,0.12190519273281097,55574400
1980-12-29,0.12362203747034073,0.1240512568563284,0.12362203747034073,0.12362203747034073,93161600
1980-12-30,0.12061753869056702,0.1210467466643156,0.120617538690567,0.1210467466643156,68880000
1980-12-31,0.11718379706144333,0.11761301646403338,0.11718379706144333,0.11761301646403338,35750400
1981-01-02,0.11847143620252609,0.11932987495260332,0.11847143620252609,0.11847143620252609,21660800
1981-01-05,0.11589619517326355,0.11632540327992785,0.11589619517326355,0.11632540327992785,35728000
1981-01-06,0.11074475198984146,0.11117397131312769,0.11074475198984146,0.11117397131312769,45158400
1981-01-07,0.1060233786702156,0.10645259801313785,0.1060233786702156,0.10645259801313785,55686400
1981-01-08,0.10387730598449707,0.10430651386993535,0.10387730598449707,0.10430651386993535,39827200
1981-01-09,0.1094570979475975,0.1098863172413386,0.1094570979475975,0.1094570979475975,21504000
1981-01-12,0.10859869420528412,0.10945712151555259,0.10859869420528412,0.10945712151555259,23699200
1981-01-13,0.10473572462797165,0.1051649439402583,0.10473572462797165,0.1051649439402583,23049600
1981-01-14,0.10516498982906342,0.10559420932864025,0.10516498982906342,0.10516498982906342,14291200
1981-01-15,0.10731100291013718,0.10816942986364128,0.10731100291013716,0.10731100291013716,14067200
1981-01-16,0.106452576816082,0.10688179607353722,0.106452576816082,0.10688179607353722,13395200
1981-01-19,0.1128908097743988,0.11332002899362292,0.1128908097743988,0.1128908097743988,41574400
1981-01-20,0.1094570979475975,0.1098863172413386,0.1094570979475975,0.1098863172413386,30083200
1981-01-21,0.11160315573215485,0.1124615826482031,0.11160315573215485,0.11160315573215485,15904000
1981-01-22,0.1128908097743988,0.11374924821284706,0.1128908097743988,0.1128908097743988,35548800
1981-01-23,0.11246161162853241,0.11332005022783719,0.11246161162853241,0.1128908309281848,11222400
1981-01-26,0.11074475198984146,0.11117397131312769,0.11074475198984146,0.11117397131312769,24640000
1981-01-27,0.10988637059926987,0.11074479814153437,0.10988637059926987,0.11074479814153437,23699200
1981-01-28,0.106452576816082,0.10688179607353722,0.106452576816082,0.10688179607353722,28156800
1981-01-29,0.10258963704109192,0.10301885634297128,0.10258963704109192,0.10301885634297128,43904000
1981-01-30,0.09700904786586761,0.09786748642821508,0.09700904786586761,0.09786748642821508,46188800
1981-02-02,0.09142923355102539,0.09185844705654139,0.09142923355102539,0.09185844705654139,23766400
1981-02-03,0.09486297518014908,0.09529218873390102,0.09486297518014908,0.09486297518014908,19152000
1981-02-04,0.09829671680927277,0.0987259246768664,0.09829671680927277,0.09829671680927277,27865600
1981-02-05,0.09829671680927277,0.09915514400650854,0.09829671680927277,0.09829671680927277,7929600
1981-02-06,0.09872592985630035,0.09915514920846052,0.09872592985630035,0.09872592985630035,13865600
1981-02-09,0.0935753583908081,0.09443379155347914,0.0935753583908081,0.09443379155347914,16755200
1981-02-10,0.0935753583908081,0.09400457783765653,0.0935753583908081,0.0935753583908081,18345600
1981-02-11,0.09057080745697021,0.09100002099399097,0.09057080745697021,0.09100002099399097,13843200
1981-02-12,0.08971160650253296,0.09014159375426285,0.08971160650253296,0.09014159375426285,14560000
1981-02-13,0.08756554871797562,0.08842398178676342,0.08756554871797562,0.08842398178676342,11155200
1981-02-17,0.08971160650253296,0.09014159375426285,0.08971160650253296,0.08971160650253296,12275200
1981-02-18,0.0935753583908081,0.09443379155347914,0.0935753583908081,0.0935753583908081,19241600
1981-02-19,0.08799472451210022,0.08842394372726184,0.08799472451210022,0.08842394372726184,22310400
1981-02-20,0.08327336609363556,0.08370258540447298,0.08327336609363556,0.08370258540447298,24371200
1981-02-23,0.08456102013587952,0.08499023948515018,0.08456102013587952,0.08456102013587952,14112000
1981-02-24,0.08155649900436401,0.08241493188124766,0.08155649900436401,0.08241493188124766,16979200
1981-02-25,0.08670711517333984,0.08713632883986563,0.08670711517333984,0.08670711517333984,19488000
1981-02-26,0.08799472451210022,0.08842394372726184,0.08799472451210022,0.08799472451210022,10841600
1981-02-27,0.09100006520748138,0.09185849842962658,0.09100006520748138,0.09100006520748138,14761600
1981-03-02,0.09142923355102539,0.09185844705654139,0.09142923355102539,0.09142923355102539,11760000
1981-03-03,0.09014160931110382,0.09057082867972362,0.09014160931110382,0.09057082867972362,16172800
1981-03-04,0.08928239345550537,0.08971160702150872,0.08928239345550537,0.08971160702150872,13708800
1981-03-05,0.08885318040847778,0.08928239973569656,0.08885318040847778,0.08928239973569656,5376000
1981-03-06,0.08799472451210022,0.08885315721140076,0.08799472451210022,0.08885315721140076,11603200
1981-03-09,0.08112730830907822,0.08155652200304499,0.08112730830907822,0.08155652200304499,15321600
1981-03-10,0.07726358622312546,0.07769279990471692,0.07726358622312546,0.07769279990471692,28380800
1981-03-11,0.07425905764102936,0.0751174906209458,0.07425905764102936,0.0751174906209458,29859200
1981-03-12,0.07726358622312546,0.07769279990471692,0.07726358622312546,0.07726358622312546,59248000
1981-03-13,0.0764051154255867,0.07683432889537588,0.0764051154255867,0.07683432889537588,231302400
1981-03-16,0.07941041886806488,0.08026885173619666,0.07941041886806488,0.07941041886806488,37228800
1981-03-17,0.08327336609363556,0.08413179898428641,0.08327336609363556,0.08327336609363556,43747200
1981-03-18,0.08842398226261139,0.08928241533601879,0.08842398226261139,0.08842398226261139,36937600
1981-03-19,0.08756554871797562,0.08799476238685693,0.08756554871797562,0.08799476238685693,37811200
1981-03-20,0.08842398226261139,0.08928241533601879,0.08842398226261139,0.08842398226261139,14604800
1981-03-23,0.09185845404863358,0.09271688685603087,0.09185845404863358,0.09185845404863358,22019200
1981-03-24,0.09142923355102539,0.09185844705654139,0.09142923355102539,0.09185844705654139,28156800
1981-03-25,0.08971160650253296,0.09057081304880701,0.08971160650253296,0.09057081304880701,7056000
1981-03-26,0.08799472451210022,0.08842394372726184,0.08799472451210022,0.08842394372726184,12275200
1981-03-27,0.0849902480840683,0.08541946174574029,0.0849902480840683,0.08541946174574029,12252800
1981-03-30,0.0849902480840683,0.08584868113843738,0.0849902480840683,0.0849902480840683,9900800
1981-03-31,0.08413182944059372,0.08499026264200335,0.08413182944059372,0.08499026264200335,15993600
1981-04-01,0.08327336609363556,0.08370258540447298,0.08327336609363556,0.08370258540447298,34070400
1981-04-02,0.09057080745697021,0.09100002099399097,0.09057080745697021,0.09057080745697021,31404800
1981-04-03,0.09100006520748138,0.09142928468406708,0.09100006520748138,0.09100006520748138,16486400
1981-04-06,0.08928239345550537,0.08971160702150872,0.08928239345550537,0.08971160702150872,22803200
1981-04-07,0.08842398226261139,0.08885319593380248,0.08842398226261139,0.08885319593380248,10684800
1981-04-08,0.09271690249443054,0.09357533544661824,0.09271690249443054,0.09271690249443054,21952000
1981-04-09,0.0944337397813797,0.09486295899291412,0.0944337397813797,0.0944337397813797,12499200
1981-04-10,0.09572143107652664,0.09615064473366969,0.09572143107652664,0.09572143107652664,33465600
1981-04-13,0.09572143107652664,0.09615064473366969,0.09572143107652664,0.09572143107652664,16060800
1981-04-14,0.09572143107652664,0.09615064473366969,0.09572143107652664,0.09572143107652664,6652800
1981-04-15,0.09100006520748138,0.09142928468406708,0.09100006520748138,0.09142928468406708,34048000
1981-04-16,0.08584863692522049,0.08627785036584172,0.08584863692522049,0.08627785036584172,23878400
1981-04-20,0.08842398226261139,0.08885319593380248,0.08842398226261139,0.08842398226261139,35347200
1981-04-21,0.0944337397813797,0.09486295899291412,0.0944337397813797,0.0944337397813797,28537600
1981-04-22,0.09786752611398697,0.09829674556921134,0.09786752611398697,0.09786752611398697,18995200
1981-04-23,0.10044282674789429,0.10087204623229086,0.10044282674789429,0.10044282674789429,58016000
1981-04-24,0.09958436340093613,0.10044279059873036,0.09958436340093613,0.10044279059873036,35056000
1981-04-27,0.09872592985630035,0.09915514920846052,0.09872592985630035,0.09915514920846052,38528000
1981-04-28,0.09700904786586761,0.09743826714704135,0.09700904786586761,0.09743826714704135,32188800
1981-04-29,0.09572143107652664,0.09615064473366969,0.09572143107652664,0.09615064473366969,13641600
1981-04-30,0.09743829071521759,0.09829672948520247,0.09743829071521759,0.09743829071521759,12611200
1981-05-01,0.09743829071521759,0.09829672948520247,0.09743829071521759,0.09743829071521759,16553600
1981-05-04,0.09700904786586761,0.09743826714704135,0.09700904786586761,0.09743826714704135,14448000
1981-05-05,0.09657984972000122,0.09700905758211642,0.09657984972000122,0.09700905758211642,17539200
1981-05-06,0.09400452673435211,0.09443374021684312,0.09400452673435211,0.09443374021684312,18950400
1981-05-07,0.09529221802949905,0.09572143744622917,0.09529221802949905,0.09529221802949905,9363200
1981-05-08,0.09615061432123184,0.09657983357363786,0.09615061432123184,0.09615061432123184,7907200
1981-05-11,0.09400452673435211,0.09443374021684312,0.09400452673435211,0.09443374021684312,11939200
1981-05-12,0.09400452673435211,0.0952921729128478,0.09400452673435211,0.09400452673435211,4256000
1981-05-13,0.0935753583908081,0.09486301100032755,0.0935753583908081,0.09400457783765653,4905600
1981-05-14,0.09228769689798355,0.09314612992471638,0.09228769689798355,0.09314612992471638,4928000
1981-05-15,0.0944337397813797,0.09572139168496033,0.0944337397813797,0.0944337397813797,4905600
1981-05-18,0.09615061432123184,0.09700904136399746,0.09615061432123184,0.09615061432123184,4166400
1981-05-19,0.0944337397813797,0.09486295899291412,0.0944337397813797,0.09486295899291412,25424000
1981-05-20,0.09743829071521759,0.09829672948520247,0.09743829071521759,0.09743829071521759,13283200
1981-05-21,0.10301882773637772,0.10344804691907014,0.10301882773637772,0.10301882773637772,32211200
1981-05-22,0.10774019360542297,0.10859863188512,0.10774019360542297,0.10774019360542297,31427200
1981-05-26,0.10731100291013718,0.1077402106558666,0.10731100291013716,0.1077402106558666,85344000
1981-05-27,0.11332003772258759,0.11374925697487419,0.1133200377225876,0.1133200377225876,149497600
1981-05-28,0.11332003772258759,0.11374925697487419,0.1133200377225876,0.1133200377225876,73987200
1981-05-29,0.11374926567077637,0.11417925291304475,0.11374926567077637,0.11374926567077637,59382400
1981-06-01,0.11374926567077637,0.11417925291304475,0.11374926567077637,0.11374926567077637,51251200
1981-06-02,0.10816946625709534,0.10859868560928021,0.10816946625709534,0.10859868560928021,40432000
1981-06-03,0.10816946625709534,0.109027893499416,0.10816946625709534,0.10816946625709534,39446400
1981-06-04,0.11031553149223328,0.1107447393043065,0.11031553149223328,0.11031553149223328,56067200
